job title,job_type,company,location,Experience Needed:,Career Level:,Education Level:,Salary:,Job Categories:,skills and tools,Job
BI Analyst,Full Time,Perfect Presentation,"6th of October, Giza",'5 to 7 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Analyst/Research', 'IT/Software Development', 'Engineering - Telecom/Technology'","'analytical', 'Analysis', 'BI Developer', 'SQL', 'Computer Science', 'SSRS', 'Power BI', 'BI'",Data Analyst
Senior Financial Analyst,Full Time,Contact,"Downtown, Cairo",'3 to 5 years','Experienced (Non-Manager)',"""Bachelor's Degree""","'Confidential, Bonus, Social Security, Medical Insurance'",'Accounting/Finance',"'Planning', 'Finance', 'Financial Management', 'English', 'Financial Analysis', 'Budgeting', 'Accounting', 'life insurance', 'Analyst'",Data Analyst
Statistical Analyst,Freelance / Project,prosylab,"Jizan, Saudi Arabia",'10 to 11 years','Experienced (Non-Manager)',"""Master's Degree""",'Confidential',"'Analyst/Research', 'IT/Software Development'","'Analysis', 'Data Analysis', 'Statistics', 'Computer Science', 'Information Technology (IT)'",Data Analyst
Senior System Analyst,Full Time,Pylon UMP,"New Cairo, Cairo",'4 to 6 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Analyst/Research', 'IT/Software Development', 'Engineering - Telecom/Technology'","'Software Development', 'System Analyst', 'Engineering', 'Computer Science', 'Information Technology (IT)', 'Analyst'",Data Analyst
Senior System Analyst,Full Time,Confidential Company - ,"Maadi, Cairo",'5 to 8 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Analyst/Research', 'IT/Software Development', 'Engineering - Telecom/Technology'","'Computer Engineering', 'Design', 'Analysis', 'Software', 'Software Development', 'Engineering', 'Testing', 'Computer Science', 'Information Technology (IT)', 'Information Systems'",Data Analyst
Data Management Specialist,Full Time,M.Srour,"Imbaba, Giza",'0 to 2 years','Entry Level (Junior Level / Fresh Grad)',"""Bachelor's Degree""","'4000 to 5000 EGP Per Month, Working hours:\n10am - 7pm and one day off.'","'Analyst/Research', 'IT/Software Development', 'Engineering - Telecom/Technology'","'Big Data Analytics', 'Python', 'NumPy', 'English', 'BI', 'Data Analysis', 'Microsoft Power BI', 'Microsoft Office', 'Computer Science', 'Retail', 'Microsoft Excel', 'Power BI', 'Data Analysis Expressions (DAX)', 'Business Analysis', 'Data Entry', 'Engineering', 'computer', 'Programming', 'Pandas', 'Business', 'Information Technology (IT)'",Data Analyst
Senior Data Scientist,Full Time,Nana,"Sheraton, Cairo",'3 to 6 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Analyst/Research', 'IT/Software Development', 'Engineering - Telecom/Technology'","'R', 'Machine Learning', 'data scientist', 'Python', 'Software Development', 'Cloud', 'Computer Science', 'Information Technology (IT)', 'Mathematics'",Data Analyst
Data Scientist,Full Time,Mobica,"Giza, Giza",'3 to 5 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Analyst/Research', 'IT/Software Development', 'Engineering - Telecom/Technology'","'Business Intelligence', 'Python', 'Data Science', 'SQL', 'SAP', 'Microsoft Office', 'Computer Science', 'Data', 'Information Technology (IT)'",Data Analyst
Data Scientist,Full Time,Chefaa IT,"Maadi, Cairo",'1 to 3 years','Entry Level (Junior Level / Fresh Grad)',"""Bachelor's Degree""",'Confidential',"'Analyst/Research', 'IT/Software Development', 'Engineering - Telecom/Technology'","'Business Intelligence', 'data scientist', 'Information Technology (IT)', 'Python', 'Data Science', 'Statistics', 'SQL', 'Engineering', 'Math', 'Computer Science', 'Data', 'Hadoop'",Data Analyst
Data Science Supervisor,Full Time,Raya Customer Experience,"6th of October, Giza",'3 to 5 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Analyst/Research', 'R&D/Science', 'Customer Service/Support'","'Computer Engineering', 'Python', 'Analysis', 'Software Development', 'SQL', 'MySQL', 'ETL', 'Programming', 'Computer Science', 'Data', 'Information Technology (IT)', 'BI'",Data Analyst
Merchandising Analyst,Full Time,Alhokair Fashion Retail,"Cairo, Egypt",'More than 3 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Analyst/Research', 'Sales/Retail'","'Sales', 'Analysis', 'ERP', 'Merchandising', 'Retail'",Data Analyst
Market/Brand Strategist/Analyst,Full Time,IMS,"Cairo, Egypt Not Verified",'2 to 4 years','Experienced (Non-Manager)','Not Specified','Confidential','Marketing/PR/Advertising',"'development skills', 'Digital Marketing Strategy', 'Research Analysis', 'Target'",Data Analyst
Senior Digital Analyst,Full Time,OSN,"6th of October, Giza",'2 to 5 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Analyst/Research', 'Media/Journalism/Publishing', 'Marketing/PR/Advertising'","'E-Marketing', 'SEO', 'media', 'Analysis', 'Adobe Photoshop', 'SEM', 'Social Media', 'Digital', 'Digital Marketing', 'Marketing'",Data Analyst
Data Scientist - For USA (Remotely),Full Time,Mobile Wave 3,"Cairo, Egypt",'10 to 17 years','Manager ',"""Master's Degree""",'Confidential',"'Analyst/Research', 'IT/Software Development', 'Engineering - Telecom/Technology'","'Machine Learning', 'Analysis', 'applied statistics', 'Data Science', 'security data', 'Business Analytics', 'Engineering', 'Clustering', 'Matlab', 'Analytics', 'Computer Science', 'Data', 'Information Technology (IT)'",Data Analyst
Power BI Developer,Full Time,Transmar International ,"New Cairo, Cairo",'3 to 5 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'IT/Software Development', 'Engineering - Telecom/Technology'","'Power BI', 'MS SQL', 'Power', 'SQL', 'computer', 'Computer Science', 'Data', 'Information Technology (IT)', 'BI'",Data Analyst
Head of Data Analysis,Full Time,Zeina Group,"Sheikh Zayed, Giza",'7 to 10 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Analyst/Research', 'IT/Software Development'","'Analysis', 'Reporting', 'Data Analysis', 'Database', 'Statistics', 'SQL', 'Computer Science', 'Information Technology (IT)', 'Management'",Data Analyst
VOC and Analytics Specialist,Full Time,Maxab,"Cairo, Egypt",'1 to 2 years','Entry Level (Junior Level / Fresh Grad)',"""Bachelor's Degree""",'Confidential',"'Analyst/Research', 'Project/Program Management'","'Data Analytics', 'Analytical Skills', 'Project Management', 'Microsoft Excel'",Data Analyst
Budget & Costing Section Head,Full Time,Shiny White Dental Center ,"Heliopolis, Cairo",'7 to 10 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Accounting/Finance', 'Analyst/Research'","'Analysis', 'Data Analysis', 'Finance', 'Financial Management', 'Commerce', 'Financial Analysis', 'CMA', 'Accounting', 'English'",Data Analyst
Research & Innovation (Materials and Biopolymers),Internship,Chitosan.egypt,"Giza, Giza",'Not Specified','Entry Level (Junior Level / Fresh Grad)','Not Specified','unpaid',"'Analyst/Research', 'R&D/Science', 'Manufacturing/Production'","'Plant Pathology', 'Agriculture', 'Medical', 'Marketing Research', 'Analysis', 'R&D', 'Data Analysis', 'Organic Agriculture', 'Data Collection', 'chitosan', 'Computer Science'",Data Analyst
Research Assistant Internship,Internship,Chitosan.egypt,"Giza, Giza",'0 to 1 year','Entry Level (Junior Level / Fresh Grad)','Not Specified','unpaid',"'Analyst/Research', 'R&D/Science', 'Pharmaceutical'","'Plant Pathology', 'Agriculture', 'Medical', 'Marketing Research', 'Analysis', 'R&D', 'Data Analysis', 'Organic Agriculture', 'Research Assistant', 'Data Collection', 'chitosan', 'Computer Science'",Data Analyst
Senior Big Data Engineers,Full Time,BBI-Consultancy,"Abu Dhabi, United Arab Emirates",'7 to 10 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development', 'Banking'","'Data Science', 'Kafka', 'Spark', 'Big Data', 'Python'",Data Engineer
Senior Data Engineer,Full Time,Andela,"Cairo, Egypt",'2 to 8 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development'","'Software', 'Computer Science', 'Information Technology (IT)', 'Software Engineering', 'Data Warehouse', 'Data Science', 'Data', 'Science', 'Elasticsearch', 'EC2', 'technical', 'Engineering', 'TO', 'Software Development'",Data Engineer
Big Data Engineer,Full Time,Worex,"New Cairo, Cairo",'2 to 3 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'9000 to 15000 EGP Per Month',"'Engineering - Telecom/Technology', 'IT/Software Development'","'Computer Science', 'Information Technology (IT)', 'Kafka', 'Data', 'Spark', 'NoSQL', 'Big Data', 'Hadoop', 'Engineering', 'Management'",Data Engineer
Data Center Engineer,Full Time,Perfect Presentation,"6th of October, Giza",'More than 5 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development'","'Computer Science', 'Information Technology (IT)', 'Vmware', 'Storage', 'Troubleshooting', 'Engineering', 'Computer Engineering'",Data Engineer
Senior Big Data Engineer - Cairo,Full Time,Confidential Company - ,"Nasr City, Cairo",'4 to 6 years','Experienced (Non-Manager)',"""Bachelor's Degree""","'Confidential, We offer the highest competitive salaries in the market-Health Insurance (Medright) elite-Social Insurance-fixed Internet allowance- Additional Health Package Allowance - Mobile Allowance, Promotions.'","'Engineering - Telecom/Technology', 'IT/Software Development'","'Software', 'Computer Science', 'Information Technology (IT)', 'Cloud', 'Programming', 'Software Engineering', 'Agile', 'Big Data', 'Troubleshooting', 'Engineering', 'Python', 'Software Development'",Data Engineer
Data Engineer,Full Time,Paymob Solutions,"Maadi, Cairo",'More than 2 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development', 'Analyst/Research'","'Computer Science', 'Information Technology (IT)', 'Cloud', 'Programming', 'AWS', 'Scala', 'Java', 'Data', 'Hadoop', 'Engineering', 'Computer Engineering', 'Design'",Data Engineer
Data Engineer,Full Time,Ashtar.app,"Maadi, Cairo",'3 to 6 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development', 'Analyst/Research'","'Computer Science', 'Information Technology (IT)', 'BI', 'SQL', 'Data Science', 'Data', 'ETL', 'Data Analysis', 'Big Data', 'Engineering', 'Python', 'Computer Engineering', 'Analysis', 'Software Development'",Data Engineer
Data Engineer,Full Time,SSC Egypt,"Giza, Egypt",'5 to 8 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development'","'Computer Science', 'BI', 'Information Technology (IT)', 'Databricks', 'SQL', 'Data', 'Power BI', 'NoSQL', 'Azure', 'Engineering', 'Python', 'Computer Engineering'",Data Engineer
Network Data Center Engineer,Full Time,BBI-Consultancy,"Smart Village, Giza",'1 to 2 years','Entry Level (Junior Level / Fresh Grad)',"""Bachelor's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development'","'Telecom', 'Information Technology (IT)', 'CCNA', 'IP', 'CCNP', 'ITIL'",Data Engineer
Data Center Maintenance Engineer - Cairo,Full Time,Click ITS,"Nasr City, Cairo",'4 to 8 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Installation/Maintenance/Repair', 'Engineering - Mechanical/Electrical', 'Engineering - Telecom/Technology'","'Maintenance', 'Computer Science', 'Information Technology (IT)', 'Data center', 'Computer Engineering', 'Mechanical'",Data Engineer
Data Scientist,Full Time,Fixed Solutions,"Sheraton, Cairo",'More than 5 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development'","'Computer Science', 'Information Technology (IT)', 'Programming', 'Software Engineering', 'Java', 'SQL', 'Data Science', 'data scientist', 'Statistics', 'Data Mining', 'Machine Learning', 'Engineering', 'Python', 'Analysis'",Data Engineer
Data Scientist,Full Time,Paymob Solutions,"Maadi, Cairo",'1 to 3 years','Entry Level (Junior Level / Fresh Grad)','Not Specified','Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development', 'Analyst/Research'","'Computer Science', 'Information Technology (IT)', 'AWS', 'Java', 'SQL', 'Data Science', 'Statistics', 'Data', 'Engineering', 'Python', 'Machine Learning', 'data scientist', 'Hadoop'",Data Engineer
Data Migration Architect,Full Time,Grafene Consulting,"Cairo, Egypt",'12 to 14 years','Manager ',"""Bachelor's Degree""",'Confidential',"'Strategy/Consulting', 'Engineering - Other'","'ERP', 'Computer Science', 'Information Technology (IT)', 'Integration', 'Data', 'Data Migration', 'ETL', 'Architect', 'Oracle', 'Computer Engineering', 'Oracle DB'",Data Engineer
Data Engineer,Full Time,Z2 Data,"Banha, Qalubia",'1 to 2 years','Entry Level (Junior Level / Fresh Grad)',"""Bachelor's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development', 'Engineering - Mechanical/Electrical'","'Computer Science', 'Electrical', 'Information Technology (IT)', 'Data', 'Data Management', 'Engineering', 'Computer Engineering', 'Analysis'",Data Engineer
Data Quality Assurance Analyst Engineer,Full Time,Z2 Data,"Banha, Qalubia",'0 to 1 year','Entry Level (Junior Level / Fresh Grad)',"""Bachelor's Degree""",'Confidential',"'Quality', 'IT/Software Development', 'Engineering - Telecom/Technology'","'Computer Science', 'Programming', 'SQL', 'Science', 'Data Analysis', 'Communication skills', 'Quality Control', 'Engineering', 'Python', 'Quality Assurance', 'Analysis', 'Communication'",Data Engineer
Data Management Administrator,Full Time,Xceed,"Maadi, Cairo",'1 to 2 years','Entry Level (Junior Level / Fresh Grad)',"""Bachelor's Degree""","'Confidential, Profit Share'","'Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology'","'Computer Science', 'Oracle Financial', 'Network Configuration', 'Programming', 'English', 'Storage Backup', 'SQL', 'VMWARE', 'Storage', 'Application Development', 'Computer Engineering', 'LINUX'",Data Engineer
Big Data Consultant,Full Time,Fingerprint consultancy,"Cairo, Egypt",'More than 3 years','Experienced (Non-Manager)',"""Bachelor's Degree""","'Confidential, Social Insurance / Medical Insurance'","'Engineering - Telecom/Technology', 'Engineering - Other', 'IT/Software Development'","'Computer Science', 'Programming', 'Information Technology (IT)', 'Hive', 'Java', 'Spark', 'ETL', 'Engineering', 'NoSQL', 'Big Data', 'Apache Spark', 'Hadoop', 'Python', 'Computer Engineering'",Data Engineer
Data Management & Bigdata Team Lead,Full Time,KnowledgeNet,"Nasr City, Cairo",'7 to 12 years','Manager ',"""Bachelor's Degree""",'Confidential',"'Quality', 'IT/Software Development', 'Engineering - Telecom/Technology'","'Software', 'Data Warehouse', 'Data Warehousing', 'Data Stage', 'ETL', 'Troubleshooting', 'Microsoft Office', 'English', 'Software Engineering', 'SQL', 'System Analysis', 'Microsoft SQL Server', 'Quality Assurance', 'Software Development', 'Quality', 'Information Technology (IT)', 'Testing', 'Data Stage Development', 'Data Developer', 'Computer Science', 'MySQL', 'Software Testing', 'End To End Implementation', 'Data Integration', 'Data Stage 11.x', 'Analysis'",Data Engineer
Technical Engineer - German Speaker,Full Time,Expleo,"Maadi, Cairo",'1 to 3 years','Entry Level (Junior Level / Fresh Grad)',"""Bachelor's Degree""",'7000 to 10000 EGP Per Month',"'Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology'","'Programming', 'Cloud', 'SoapUI', 'Engineering', 'Technical Support', 'Technical', 'English', 'HP Service Test', 'CA LISA', 'Java', 'QTP', 'Neoload', 'Quality', 'Information Technology (IT)', 'Selenium', 'TOSCA', 'Customer Support', 'Testing', 'HP', 'Service Virtualize', 'Perl', 'C#', 'HP UFT', 'LoadRunner', 'Computer Science', 'Shell', 'CA GridTools Data Maker', 'JMeter', 'German', 'IBM', 'Computer Engineering'",Data Engineer
NLP Engineer,Full Time,Tahaluf Al Emarat Technical Solutions,"Cairo, Egypt",'More than 2 years','Experienced (Non-Manager)',"""Bachelor's Degree""","'Confidential, Working remotely with us'","'Engineering - Telecom/Technology', 'IT/Software Development'","'ML', 'Data Science', 'NumPy', 'Machine Learning', 'Python', 'TensorFlow', 'NLP'",Data Engineer
Data Processor- Offshore,Full Time,Petrological Integrated Solutions,"Stanley, Alexandria",'1 to 3 years','Entry Level (Junior Level / Fresh Grad)',"""Bachelor's Degree""",'Confidential','Engineering - Construction/Civil/Architecture',"'Data Processing', 'English', 'offshore', 'Oil Field', 'Engineering Field', 'AutoCAD', 'Data Processor'",Data Engineer
Operations And Data Engineering Manager,Full Time,Egybell,"Salam City, Cairo",'4 to 14 years','Experienced (Non-Manager)','Not Specified','Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development', 'Operations/Management'","'Computer Science', 'Electrical', 'Information Technology (IT)', 'English', 'ELK', 'Electrical Engineering', 'Physics', 'Data Analysis', 'Electronics', 'Mechanical Engineering', 'Big Data', 'Hadoop', 'Engineering', 'Big Data Analytics', 'Mechanical'",Data Engineer
Sales Engineer,Full Time,Wadi Degla Trading ,"Maadi, Cairo",'0 to 2 years','Entry Level (Junior Level / Fresh Grad)',"""Bachelor's Degree""","'Confidential, Bounce\nCommission'","'Sales/Retail', 'Engineering - Mechanical/Electrical'","'Sales Target', 'Electrical', 'English', 'Electrical Power', 'Sales Engineering', 'Diesel Generator', 'Sales', 'CCTV', 'Data Center', 'HVAC', 'Engineering', 'UPS', 'Sales Skills'",Data Engineer
Pre Sales Engineer,Full Time,BBI-Consultancy,"Nasr City, Cairo",'4 to 6 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development'","'Presentation', 'Research', 'Creative', 'Kafka', 'Data', 'Confluent', 'sales skills', 'Informatica', 'Cloudera', 'Communication skills'",Data Engineer
Data Management Lead,Full Time,BBI-Consultancy,"Nasr City, Cairo",'6 to 8 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'Engineering - Other', 'IT/Software Development'","'Linux', 'Computer Science', 'English', 'Information Technology (IT)', 'Programming', 'SQL', 'ETL', 'NoSQL', 'Big Data', 'Engineering', 'Python', 'Software Development'",Data Engineer
Sr. Software Engineer - Back End Java,Full Time,Sahab Smart Solutions,"Cairo, Egypt",'5 to 10 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development'","'Database Design', 'Object Oriented Design', 'Design Patterns', 'Java Jee', 'Spring Boot', 'Java SE', 'Algorithms', 'Data Structures'",Data Engineer
Data Center Engineer,Full Time,Confidential Company - ,"New Cairo, Cairo",'2 to 6 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development'","'Software', 'Computer Science', 'Cloud', 'Software Engineering', 'CCNA', 'Networking', 'Cisco', 'CCNP', 'Servers', 'VSPHER', 'Vmware', 'Backup Solutions'",Data Engineer
Implementation Engineer,Full Time,Trufla,"Heliopolis, Cairo",'More than 2 years','Experienced (Non-Manager)','Not Specified','Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development'","'Software', 'JavaScript', 'Data Processing', 'English', 'Computer Science', 'Cloud', 'MySQL', 'Information Technology (IT)', 'IT', 'Linux OS', 'CI/CD', 'Engineering', 'React', 'Implementation', 'JIRA', 'AWS Cloud'",Data Engineer
Data Governance Expert,Full Time,World of systems and software,"New Cairo, Cairo",'5 to 8 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development', 'Analyst/Research'","'Computer Science', 'DAMA Certified', 'Information Technology (IT)', 'CDMP', 'TOGAF', 'TOGAF®️', 'Database SQL Server', 'Data Entry', 'Data Management', 'Data Governance (DG)', 'Stewardship', 'Professional Itil', 'ITIL', 'Data Governance'",Data Engineer
Data Management Specialist,Full Time,M.Srour,"Imbaba, Giza",'0 to 2 years','Entry Level (Junior Level / Fresh Grad)',"""Bachelor's Degree""","'4000 to 5000 EGP Per Month, Working hours:\n10am - 7pm and one day off.'","'Engineering - Telecom/Technology', 'IT/Software Development', 'Analyst/Research'","'computer', 'Programming', 'Data Analysis Expressions (DAX)', 'Engineering', 'Big Data Analytics', 'Microsoft Office', 'English', 'Microsoft Excel', 'Data Analysis', 'Microsoft Power BI', 'Pandas', 'Retail', 'Information Technology (IT)', 'Business Analysis', 'Power BI', 'NumPy', 'Business', 'Computer Science', 'BI', 'Data Entry', 'Python'",Data Engineer
System Analyst,Full Time,Qsource,"Maadi, Cairo",'3 to 4 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development', 'Analyst/Research'","'System Integration', 'Information Technology (IT)', 'SDLC', 'Business Analysis', 'Design', 'Data Analysis', 'Testing', 'System Analysis', 'Computer Engineering', 'Analysis', 'Software Development'",Data Engineer
Planning Engineer -Section Head,Full Time,MB for Engineering,"6th of October, Giza",'4 to 6 years','Manager ',"""Bachelor's Degree""",'Confidential',"'Manufacturing/Production', 'Operations/Management', 'Engineering - Mechanical/Electrical'","'Project Management', 'Electrical', 'Planning', 'MBA', 'FMCG', 'SAP', 'Engineering', 'Management'",Data Engineer
Network Engineer,Full Time,Capital IT,"Nasr City, Cairo",'1 to 3 years','Entry Level (Junior Level / Fresh Grad)',"""Bachelor's Degree""",'5000 to 6000 EGP Per Month',"'Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology'","'Computer Science', 'English', 'Information Technology (IT)', 'OSI', 'CCNA', 'Networking', 'Cisco', 'CCNP', 'TCP/IP', 'HP', 'Networks', 'Engineering', 'aruba', 'AutoCAD', 'Telecommunication', 'CCDA'",Data Engineer
Senior IT Systems Engineer - Cairo,Full Time,LEONI Wiring System Egypt S.A.E,"Nasr City, Cairo",'3 to 5 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development'","'Computer Science', 'Information Technology (IT)', 'Software Engineering', 'CCNA', 'Software Development', 'DHCP', 'Engineering', 'Network', 'Communication skills', 'Vmware', 'DNS', 'MCSE'",Data Engineer
Senior Test Engineer,Full Time,Network International -Egypt,"Dokki, Giza",'4 to 10 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Quality', 'IT/Software Development', 'Engineering - Telecom/Technology'","'Testing', 'Computer Science', 'Automation'",Data Engineer
Sr. Foreign Procurement Engineer,Full Time,Elsewedy industries,"10th of Ramadan City, Cairo",'3 to 5 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Logistics/Supply Chain', 'Engineering - Mechanical/Electrical', 'Purchasing/Procurement'","'Electrical Engineering', 'Procurement', 'Purchasing', 'Engineering', 'Supply Chain', 'Foreign Procurement'",Data Engineer
Unity Game Developer,Full Time,Autsera Limited,"Dokki, Giza",'More than 3 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'IT/Software Development'","'Coding', 'Version Control', 'Code', 'Design', 'Game Studio', 'Data Structure', 'Creative', 'Software Engineering', 'Software Development', 'Information Technology (IT)', 'Game Development', 'Agile', 'Testing', 'API', 'Game Developer', 'C#', 'Code Structure', 'Educational Games', 'Game', 'Computer Science', 'OOP', 'Debugging', 'Graphics', 'Unity'",Data Engineer
Senior Security Engineer,Full Time,Ibn Sina Pharma,"New Cairo, Cairo",'4 to 6 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology'","'computer', 'Computer Science', 'Network Engineering', 'Information Technology (IT)', 'Planning', 'Network Security', 'Networking', 'Security Systems', 'CCNP', 'CCNP Security', 'Networks', 'Engineering', 'Security', 'Communication', 'Software Development'",Data Engineer
Site Architecture Engineer - Finishing,Full Time,Elattal Holding ,"Sheraton, Cairo",'1 to 2 years','Entry Level (Junior Level / Fresh Grad)',"""Bachelor's Degree""",'Confidential',"'Engineering - Construction/Civil/Architecture', 'Creative/Design/Art'","'Microsoft Office', 'Site', 'TO', 'English', 'Finishing', 'Site Supervision', 'Architecture', 'Construction', 'Site Engineering', 'Site Management', 'Architecture Design', 'Architectural Engineering', 'Civil Engineering', 'Engineering', 'AutoCAD', 'Communication', 'Management'",Data Engineer
Sales Account Manager,Full Time,Capital IT,"Nasr City, Cairo",'3 to 5 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'10000 to 15000 EGP Per Month',"'Sales/Retail', 'IT/Software Development'","'management software', 'Dell', 'Cloud Computing', 'Engineering', 'Sales Skills', 'Routers', 'Networking', 'UCS', 'Switches', 'Network', 'Data Center', 'Unified Communication', 'Business Administration', 'Negotiation', 'IP Telephony', 'selling', 'UPS', 'Sales Target', 'light Current', 'APC', 'Cisco', 'Racks', 'MS Office', 'HP', 'Cabling', 'Business', 'Security', 'Communication', 'information technology', 'IT', 'surveillance', 'hikvision', 'account manager', 'Sales', 'schneider', 'CCTV', 'Customer Service', 'Marketing'",Data Engineer
Senior Sales Engineer,Full Time,EGID company,"New Cairo, Cairo",'5 to 8 years','Experienced (Non-Manager)',"""Bachelor's Degree""","'Confidential, Social Insurance, Medical Insurance & Semi-Annual Bonus'","'Sales/Retail', 'IT/Software Development', 'Engineering - Telecom/Technology'","'Software', 'Computer Science', 'Information Technology (IT)', 'MS Office', 'Sales', 'Engineering'",Data Engineer
Sr. Cost Estimator Engineer,Full Time,Floortec,"Sheikh Zayed, Giza",'12 to 15 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Construction/Civil/Architecture', 'Project/Program Management'","'Architecture Engineering', 'estimation', 'business', 'Cost Control', 'Architecture', 'Construction', 'Cost', 'Cost Estimating', 'Engineering', 'Cost Estimation', 'Costing'",Data Engineer
Senior Performance Engineer,Full Time,Expleo,"Maadi, Cairo",'4 to 8 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential',"'Engineering - Telecom/Technology', 'Engineering - Mechanical/Electrical'","'DevOps', 'Testing', 'Agile', 'Performance', 'Engineering'",Data Engineer
Estimation Engineer,Full Time,Al Rabat,"New Cairo, Cairo",'More than 5 years','Experienced (Non-Manager)','Not Specified','Confidential',"'Engineering - Construction/Civil/Architecture', 'Project/Program Management', 'Engineering - Mechanical/Electrical'","'Facade', 'Tendering', 'Civil Engineering', 'Engineering', 'Cost Estimation'",Data Engineer
Mechanical Engineer with BMS Experience,Full Time,Confidential Company - ,"New Cairo, Cairo",'Not Specified','Experienced (Non-Manager)',"""Bachelor's Degree""","'Gender:', 'Male'",'Confidential',"'Installation/Maintenance/Repair', 'Engineering - Mechanical/Electrical'",Data Engineer
Devops Engineer,Full Time,Beyond Solution,"Maadi, Cairo",'1 to 3 years','Entry Level (Junior Level / Fresh Grad)',"""Bachelor's Degree""","'Confidential, Medical ,Social & Life Insurance'","'Engineering - Telecom/Technology', 'IT/Software Development'","'Linux', 'Software', 'Computer Science', 'Information Technology (IT)', 'DevOps', 'CI/CD', 'Agile', 'Kubernetes', 'Engineering', 'Python', 'Docker', 'Software Development'",Data Engineer
Electrical Engineer,Full Time,Global Medical Solutions International ,"Cairo, Egypt",'More than 8 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'Confidential','Engineering - Mechanical/Electrical',"'Electrical', 'Electrical Engineering', 'Engineering'",Data Engineer
Senior Software Engineer - GoLang,Full Time,Andela,"Cairo, Egypt",'2 to 8 years','Experienced (Non-Manager)',"""Bachelor's Degree""",'25000 to 40000 EGP Per Month',"'Engineering - Telecom/Technology', 'IT/Software Development'","'MongoDB', 'Android', 'Computer Science', 'Information Technology (IT)', 'NodeJS', 'Software Engineering', 'AWS', 'Engineering', 'Design', 'Communication', 'Docker', 'Software Development'",Data Engineer
